#{"t_start": 1757611876.3384564, "env_id": "None"}
r,l,t
-120.0,5,45.649267
-120.0,5,45.655423
-120.0,5,45.661108
-120.0,5,45.668815
-120.0,5,45.674239
-120.0,5,45.679382
-120.0,5,45.684306
-120.0,5,45.691181
-120.0,5,45.695733
-120.0,5,45.702666
-120.0,5,45.708786
-120.0,5,45.71904
-120.0,5,45.728079
-120.0,5,45.734529
-120.0,5,45.742903
-120.0,5,45.751766
-120.0,5,45.758037
-120.0,5,45.76357
-120.0,5,45.769335
-120.0,5,45.77917
-120.0,5,45.783707
-120.0,5,45.788417
-120.0,5,45.793333
-120.0,5,45.800206
-120.0,5,45.804547
-120.0,5,45.809328
-120.0,5,45.814084
-120.0,5,45.820747
-120.0,5,45.829012
-120.0,5,45.837044
-120.0,5,45.843096
-120.0,5,45.850727
-120.0,5,45.858448
-120.0,5,45.865433
-120.0,5,45.872283
-120.0,5,45.881013
-120.0,5,45.88742
-120.0,5,45.893249
-120.0,5,45.898537
-120.0,5,45.907613
-120.0,5,45.914011
-120.0,5,45.919771
-120.0,5,45.924737
-120.0,5,45.932505
-120.0,5,45.93778
-120.0,5,45.942286
-120.0,5,45.946564
-120.0,5,45.956784
-120.0,5,45.962945
-120.0,5,45.969351
-120.0,5,45.974694
-120.0,5,45.981918
-120.0,5,45.987024
-120.0,5,45.991702
-120.0,5,45.996016
-120.0,5,46.002822
-120.0,5,46.007303
-120.0,5,46.012179
-120.0,5,46.016834
-120.0,5,46.024873
-120.0,5,46.029752
-120.0,5,46.034604
-120.0,5,46.040117
-120.0,5,46.051212
-120.0,5,46.059364
-120.0,5,46.064891
-120.0,5,46.072623
-120.0,5,46.081679
-120.0,5,46.089041
-120.0,5,46.09507
-120.0,5,46.101812
-120.0,5,46.111794
-120.0,5,46.117872
-120.0,5,46.12289
-120.0,5,46.127967
-95.0,5,46.134608
-120.0,5,46.139379
-120.0,5,46.144412
-120.0,5,46.148986
-120.0,5,46.157989
-120.0,5,46.163511
-120.0,5,46.168487
-120.0,5,46.173135
-120.0,5,46.179589
-120.0,5,46.18515
-120.0,5,46.189988
-120.0,5,46.194491
-120.0,5,46.201803
-120.0,5,46.206709
-120.0,5,46.213081
-120.0,5,46.217241
-120.0,5,46.22522
-120.0,5,46.230063
-120.0,5,46.234949
-120.0,5,46.239826
-120.0,5,46.246455
-120.0,5,46.250995
-95.0,5,46.255217
-120.0,5,46.260016
-120.0,5,46.269335
-120.0,5,46.275047
-120.0,5,46.279965
-120.0,5,46.284327
-120.0,5,46.290766
-120.0,5,46.295301
-95.0,5,46.2995
-120.0,5,46.303684
-120.0,5,46.310672
-120.0,5,46.315211
-120.0,5,46.320034
-120.0,5,46.326289
-120.0,5,46.332962
-120.0,5,46.337711
-120.0,5,46.342325
-120.0,5,46.346841
-120.0,5,46.353359
-120.0,5,46.357893
-120.0,5,46.362627
-120.0,5,46.367275
-120.0,5,46.376248
-120.0,5,46.38059
-120.0,5,46.385316
-120.0,5,46.390389
-120.0,5,46.397144
-120.0,5,46.40188
-95.0,5,46.406428
-120.0,5,46.411184
-120.0,5,46.418842
-120.0,5,46.425614
-120.0,5,46.432931
-120.0,5,46.438718
-120.0,5,46.445789
-120.0,5,46.45034
-120.0,5,46.454901
-120.0,5,46.459485
-120.0,5,46.469732
-120.0,5,46.475093
-120.0,5,46.48024
-120.0,5,46.48529
-120.0,5,46.493591
-120.0,5,46.499376
-120.0,5,46.504273
-120.0,5,46.508917
-120.0,5,46.51596
-120.0,5,46.520049
-120.0,5,46.524608
-120.0,5,46.529327
-120.0,5,46.536436
-120.0,5,46.541117
-120.0,5,46.547499
-120.0,5,46.55213
-120.0,5,46.558506
-120.0,5,46.563139
-120.0,5,46.567767
-120.0,5,46.572306
-120.0,5,46.578744
-120.0,5,46.584264
-120.0,5,46.59073
-120.0,5,46.595905
-120.0,5,46.604501
-120.0,5,46.609296
-120.0,5,46.613218
-120.0,5,46.617616
-120.0,5,46.624512
-120.0,5,46.629123
-120.0,5,46.633652
-120.0,5,46.638226
-120.0,5,46.644858
-120.0,5,46.649567
-120.0,5,46.655461
-120.0,5,46.66126
-120.0,5,46.668295
-120.0,5,46.672659
-120.0,5,46.677354
-120.0,5,46.681944
-95.0,5,46.688149
-120.0,5,46.69412
-120.0,5,46.699546
-120.0,5,46.70457
-120.0,5,46.713894
-120.0,5,46.719162
-120.0,5,46.72407
-120.0,5,46.728878
-120.0,5,46.735537
-120.0,5,46.740908
-120.0,5,46.745658
-120.0,5,46.750349
-120.0,5,46.757168
-120.0,5,46.762156
-120.0,5,46.76902
-120.0,5,46.773427
-120.0,5,46.779874
-120.0,5,46.784385
-120.0,5,46.789935
-120.0,5,46.795772
-120.0,5,46.802875
-120.0,5,46.807456
-120.0,5,46.81233
-120.0,5,46.816899
-120.0,5,46.825187
-120.0,5,46.830258
-120.0,5,46.83473
-120.0,5,46.839205
-120.0,5,46.845716
-120.0,5,46.849615
-120.0,5,46.85399
-120.0,5,46.859028
-120.0,5,46.865857
-120.0,5,46.870475
-120.0,5,46.87755
-120.0,5,46.883198
-95.0,5,46.88946
-120.0,5,46.894065
-120.0,5,46.898787
-120.0,5,46.903406
-95.0,5,46.909445
-120.0,5,46.913982
-120.0,5,46.918786
-120.0,5,46.922601
-120.0,5,46.93066
-120.0,5,46.935766
-120.0,5,46.940428
-120.0,5,46.944954
-120.0,5,46.951381
-120.0,5,46.956432
-120.0,5,46.964468
-120.0,5,46.970924
-95.0,5,46.978572
-120.0,5,46.984069
-120.0,5,46.990332
-70.0,5,46.995502
-70.0,5,47.002188
-120.0,5,47.006584
-120.0,5,47.011329
-95.0,5,47.01577
-120.0,5,47.025149
-120.0,5,47.031471
-120.0,5,47.037229
-95.0,5,47.042295
-95.0,5,47.051513
-120.0,5,47.056691
-120.0,5,47.061117
-120.0,5,47.065639
-120.0,5,47.072191
-95.0,5,47.076704
-120.0,5,47.081443
-120.0,5,47.086046
-120.0,5,47.093389
-95.0,5,47.098461
-120.0,5,47.106226
-120.0,5,47.112033
-120.0,5,47.119566
-120.0,5,47.124063
-120.0,5,47.128683
-120.0,5,47.133314
-120.0,5,47.140304
-120.0,5,47.144984
-120.0,5,47.149786
-120.0,5,47.154315
-120.0,5,47.162726
-120.0,5,47.16776
-120.0,5,47.172523
-120.0,5,47.177054
-120.0,5,47.183711
-120.0,5,47.188771
-120.0,5,47.193481
-120.0,5,47.198829
-120.0,5,47.2064
-120.0,5,47.211454
-120.0,5,47.21779
-95.0,5,47.222301
-120.0,5,47.228729
-120.0,5,47.233299
-95.0,5,47.237498
-120.0,5,47.242031
-120.0,5,47.248554
-120.0,5,47.253017
-120.0,5,47.257675
-120.0,5,47.26217
-120.0,5,47.269556
-120.0,5,47.275542
-120.0,5,47.280304
-120.0,5,47.284737
-120.0,5,47.291372
-120.0,5,47.295946
-120.0,5,47.300467
-120.0,5,47.304972
-120.0,5,47.311911
-120.0,5,47.31679
-120.0,5,47.323059
-120.0,5,47.328298
-95.0,5,47.333606
-120.0,5,47.338421
-120.0,5,47.34327
-120.0,5,47.34815
-120.0,5,47.354934
-120.0,5,47.359735
-120.0,5,47.364786
-120.0,5,47.369292
-120.0,5,47.37799
-120.0,5,47.382732
-120.0,5,47.387393
-120.0,5,47.392265
-120.0,5,47.399486
-120.0,5,47.40423
-120.0,5,47.40895
-120.0,5,47.414052
-120.0,5,47.42119
-120.0,5,47.426245
-120.0,5,47.433245
-120.0,5,47.439912
-120.0,5,47.447267
-120.0,5,47.452068
-120.0,5,47.456578
-120.0,5,47.461111
-120.0,5,47.467979
-120.0,5,47.472476
-120.0,5,47.477335
-120.0,5,47.481483
-120.0,5,47.489164
-120.0,5,47.494472
-120.0,5,47.499365
-120.0,5,47.504307
-95.0,5,47.510616
-95.0,5,47.515123
-95.0,5,47.519331
-120.0,5,47.523854
-120.0,5,47.530442
-95.0,5,47.534282
-120.0,5,47.540548
-120.0,5,47.545689
-120.0,5,47.552592
-120.0,5,47.55685
-120.0,5,47.56138
-120.0,5,47.565586
-120.0,5,47.572176
-120.0,5,47.576703
-120.0,5,47.581395
-120.0,5,47.585969
-120.0,5,47.595335
-120.0,5,47.601169
-120.0,5,47.606204
-120.0,5,47.610854
-120.0,5,47.617562
-120.0,5,47.621546
-120.0,5,47.626158
-120.0,5,47.630435
-120.0,5,47.637566
-120.0,5,47.642245
-120.0,5,47.648939
-120.0,5,47.654589
-120.0,5,47.66174
-120.0,5,47.666235
-95.0,5,47.670813
-120.0,5,47.675423
-95.0,5,47.681919
-120.0,5,47.686084
-95.0,5,47.690424
-70.0,5,47.695376
-70.0,5,47.704303
-70.0,5,47.709028
-95.0,5,47.713604
-70.0,5,47.718457
-120.0,5,47.724553
-70.0,5,47.729119
-70.0,5,47.733665
-70.0,5,47.738197
-95.0,5,47.744763
-70.0,5,47.749398
-70.0,5,47.754361
-70.0,5,47.760573
-70.0,5,47.767575
-70.0,5,47.771842
-70.0,5,47.776399
-70.0,5,47.780916
-95.0,5,47.787047
-70.0,5,47.79157
-70.0,5,47.796395
-70.0,5,47.801054
-70.0,5,47.810389
-70.0,5,47.816118
-70.0,5,47.821355
-70.0,5,47.826156
-70.0,5,47.832721
-70.0,5,47.836929
-70.0,5,47.841551
-70.0,5,47.846124
-70.0,5,47.852807
-70.0,5,47.857593
-70.0,5,47.864208
-70.0,5,47.869626
-70.0,5,47.876278
-70.0,5,47.880901
-70.0,5,47.885419
-70.0,5,47.88995
-70.0,5,47.896428
-70.0,5,47.900639
-70.0,5,47.905506
-70.0,5,47.910141
-70.0,5,47.919689
-70.0,5,47.925565
-70.0,5,47.930626
-70.0,5,47.935213
-70.0,5,47.941783
-70.0,5,47.946476
-70.0,5,47.951134
-70.0,5,47.956458
-70.0,5,47.968693
-70.0,5,47.975218
-70.0,5,47.980352
-70.0,5,47.98568
-70.0,5,47.992635
-70.0,5,47.997733
-70.0,5,48.004396
-70.0,5,48.011418
-70.0,5,48.022184
-70.0,5,48.027632
-70.0,5,48.03335
-70.0,5,48.038639
-70.0,5,48.047233
-70.0,5,48.052087
-70.0,5,48.056927
-70.0,5,48.061528
-70.0,5,48.06914
-70.0,5,48.073846
-70.0,5,48.078192
-70.0,5,48.082893
-70.0,5,48.089546
-70.0,5,48.094229
-95.0,5,48.100979
-70.0,5,48.10609
-70.0,5,48.112529
-70.0,5,48.117325
-70.0,5,48.121794
-70.0,5,48.126322
-70.0,5,48.132861
-70.0,5,48.137125
-70.0,5,48.141663
-70.0,5,48.145968
-70.0,5,48.154211
-70.0,5,48.160627
-70.0,5,48.165807
-70.0,5,48.170425
-70.0,5,48.17679
-70.0,5,48.182692
-70.0,5,48.188457
-70.0,5,48.193134
-70.0,5,48.199852
-70.0,5,48.204502
-70.0,5,48.210965
-70.0,5,48.215808
-70.0,5,48.222228
-70.0,5,48.226771
-70.0,5,48.231504
-70.0,5,48.23602
-70.0,5,48.24251
-70.0,5,48.247039
-70.0,5,48.251766
-70.0,5,48.256283
-70.0,5,48.264483
-70.0,5,48.270213
-70.0,5,48.2751
-70.0,5,48.279619
-70.0,5,48.286132
-70.0,5,48.290648
-70.0,5,48.295216
-70.0,5,48.299949
-70.0,5,48.307035
-70.0,5,48.311018
-70.0,5,48.31744
-70.0,5,48.322648
-70.0,5,48.330011
-70.0,5,48.336601
-70.0,5,48.342288
-70.0,5,48.346948
-70.0,5,48.353449
-70.0,5,48.358156
-70.0,5,48.363322
-70.0,5,48.368164
-95.0,5,48.376654
-70.0,5,48.381264
-70.0,5,48.386354
-70.0,5,48.390561
-70.0,5,48.397161
-70.0,5,48.401803
-70.0,5,48.406325
-70.0,5,48.410855
-70.0,5,48.417391
-70.0,5,48.421873
-70.0,5,48.428375
-70.0,5,48.433329
-70.0,5,48.440709
-70.0,5,48.445262
-70.0,5,48.449635
-70.0,5,48.4541
-70.0,5,48.460939
-70.0,5,48.465643
-70.0,5,48.470507
-70.0,5,48.47503
-70.0,5,48.484259
-70.0,5,48.489909
-70.0,5,48.495073
-70.0,5,48.499747
-70.0,5,48.507916
-70.0,5,48.513105
-70.0,5,48.517802
-70.0,5,48.522425
-70.0,5,48.529157
-70.0,5,48.534675
-70.0,5,48.541733
-70.0,5,48.547132
-70.0,5,48.553626
-70.0,5,48.558003
-70.0,5,48.562524
-70.0,5,48.56717
-70.0,5,48.573372
-70.0,5,48.577825
-70.0,5,48.582278
-70.0,5,48.586796
-70.0,5,48.595118
-70.0,5,48.600186
-70.0,5,48.605633
-70.0,5,48.610134
-70.0,5,48.617052
-70.0,5,48.62193
-70.0,5,48.626728
-70.0,5,48.631991
-70.0,5,48.638853
-70.0,5,48.643509
-70.0,5,48.650402
-70.0,5,48.65519
-70.0,5,48.661392
-95.0,5,48.665952
-70.0,5,48.671295
-70.0,5,48.676274
-70.0,5,48.682866
-70.0,5,48.6874
-70.0,5,48.692185
-70.0,5,48.69685
-70.0,5,48.704048
-70.0,5,48.710109
-70.0,5,48.714688
-70.0,5,48.719377
-70.0,5,48.725914
-70.0,5,48.730532
-70.0,5,48.735178
-70.0,5,48.740528
-70.0,5,48.74729
-70.0,5,48.751671
-70.0,5,48.758002
-70.0,5,48.762438
-70.0,5,48.770846
-70.0,5,48.776334
-70.0,5,48.78129
-70.0,5,48.785806
-70.0,5,48.792542
-70.0,5,48.797124
-70.0,5,48.802064
-70.0,5,48.80664
-70.0,5,48.815564
-95.0,5,48.821527
-70.0,5,48.826972
-70.0,5,48.831837
-70.0,5,48.838315
-70.0,5,48.843392
-95.0,5,48.848976
-70.0,5,48.854751
-70.0,5,48.861896
-70.0,5,48.866742
-70.0,5,48.872584
-70.0,5,48.877721
-70.0,5,48.88421
-70.0,5,48.888776
-70.0,5,48.893112
-70.0,5,48.897681
-70.0,5,48.904334
-70.0,5,48.909459
-70.0,5,48.914513
-70.0,5,48.919024
-70.0,5,48.927654
-70.0,5,48.932889
-70.0,5,48.939428
-70.0,5,48.946177
-70.0,5,48.958141
-70.0,5,48.963663
-95.0,5,48.973608
-70.0,5,48.98079
-70.0,5,48.992498
-70.0,5,48.997525
-70.0,5,49.0034
-70.0,5,49.00927
-70.0,5,49.016958
-95.0,5,49.021343
-70.0,5,49.0262
-70.0,5,49.03062
-70.0,5,49.036609
-70.0,5,49.042283
-70.0,5,49.047794
-95.0,5,49.053166
-70.0,5,49.064403
-70.0,5,49.073444
-70.0,5,49.080295
-70.0,5,49.087477
-70.0,5,49.098958
-70.0,5,49.108078
-70.0,5,49.113801
-70.0,5,49.121247
-70.0,5,49.129427
-70.0,5,49.135401
-70.0,5,49.141055
-70.0,5,49.1465
-70.0,5,49.155018
-70.0,5,49.160096
-70.0,5,49.168158
-70.0,5,49.177168
-70.0,5,49.187381
-70.0,5,49.193336
-70.0,5,49.199084
-70.0,5,49.20439
-70.0,5,49.213293
-70.0,5,49.219502
-70.0,5,49.224397
-70.0,5,49.229063
-70.0,5,49.237369
-70.0,5,49.242122
-70.0,5,49.247079
-70.0,5,49.251693
-70.0,5,49.2596
-70.0,5,49.26627
-70.0,5,49.272118
-70.0,5,49.276963
-70.0,5,49.283972
-70.0,5,49.28863
-70.0,5,49.293172
-70.0,5,49.297439
-70.0,5,49.303882
-70.0,5,49.308408
-70.0,5,49.313251
-70.0,5,49.31784
-70.0,5,49.325753
-70.0,5,49.330431
-70.0,5,49.33517
-70.0,5,49.3397
-70.0,5,49.346516
-70.0,5,49.351289
-70.0,5,49.355963
-70.0,5,49.360935
-70.0,5,49.367908
-70.0,5,49.372562
-70.0,5,49.380052
-70.0,5,49.385873
-70.0,5,49.392813
-70.0,5,49.398972
-70.0,5,49.405044
-70.0,5,49.410864
-70.0,5,49.417523
-70.0,5,49.422796
-70.0,5,49.427621
-70.0,5,49.431923
-70.0,5,49.440124
-95.0,5,49.444626
-70.0,5,49.449178
-70.0,5,49.453759
-70.0,5,49.459979
-70.0,5,49.4649
-70.0,5,49.470026
-70.0,5,49.474614
-70.0,5,49.481686
-70.0,5,49.486488
-70.0,5,49.492712
-70.0,5,49.497359
-70.0,5,49.504104
-70.0,5,49.508922
-70.0,5,49.513861
-70.0,5,49.518973
-70.0,5,49.525665
-70.0,5,49.53037
-70.0,5,49.53522
-70.0,5,49.539792
-70.0,5,49.548458
-70.0,5,49.553291
-70.0,5,49.558061
-70.0,5,49.562634
-70.0,5,49.569399
-70.0,5,49.574047
-70.0,5,49.578322
-70.0,5,49.582939
-70.0,5,49.590271
-70.0,5,49.595882
-70.0,5,49.602083
-70.0,5,49.606943
-70.0,5,49.613522
-70.0,5,49.618131
-70.0,5,49.622691
-70.0,5,49.627217
-70.0,5,49.633688
-70.0,5,49.638226
-70.0,5,49.642284
-70.0,5,49.646832
-70.0,5,49.655295
-70.0,5,49.661608
-95.0,5,49.666351
-70.0,5,49.672073
-95.0,5,49.679098
-70.0,5,49.683699
-70.0,5,49.68796
-70.0,5,49.692647
-70.0,5,49.703178
-70.0,5,49.712024
-70.0,5,49.719683
-70.0,5,49.725826
-70.0,5,49.733842
-70.0,5,49.73905
-70.0,5,49.746782
-70.0,5,49.753689
-70.0,5,49.761989
-70.0,5,49.76803
-70.0,5,49.774232
-70.0,5,49.779579
-70.0,5,49.787975
-70.0,5,49.793668
-70.0,5,49.798803
-70.0,5,49.802676
-70.0,5,49.810179
-70.0,5,49.816123
-70.0,5,49.821012
-70.0,5,49.825723
-70.0,5,49.833143
-70.0,5,49.839278
-70.0,5,49.846953
-70.0,5,49.855397
-70.0,5,49.86529
-70.0,5,49.871776
-95.0,5,49.876861
-70.0,5,49.881701
-70.0,5,49.889043
-70.0,5,49.893834
-70.0,5,49.89872
-70.0,5,49.903402
-70.0,5,49.912663
-70.0,5,49.919304
-70.0,5,49.924138
-70.0,5,49.928878
-70.0,5,49.935336
-70.0,5,49.940121
-70.0,5,49.944731
-70.0,5,49.949464
-70.0,5,49.955893
-70.0,5,49.961135
-70.0,5,49.970606
-70.0,5,49.978194
-70.0,5,49.992051
-70.0,5,49.997535
-95.0,5,50.004064
-70.0,5,50.009576
-70.0,5,50.017556
-70.0,5,50.022643
-70.0,5,50.027843
-70.0,5,50.032683
-70.0,5,50.043557
-70.0,5,50.050197
-70.0,5,50.055591
-70.0,5,50.060893
-70.0,5,50.068474
-70.0,5,50.076647
-70.0,5,50.085245
-70.0,5,50.091349
-70.0,5,50.099364
-70.0,5,50.104675
-70.0,5,50.110541
-70.0,5,50.115659
-70.0,5,50.12398
-70.0,5,50.129119
-70.0,5,50.134717
-70.0,5,50.139486
-70.0,5,50.146226
-70.0,5,50.151269
-70.0,5,50.156205
-70.0,5,50.160752
-70.0,5,50.17039
-70.0,5,50.176201
-70.0,5,50.180732
-70.0,5,50.186259
-70.0,5,50.194003
-70.0,5,50.199474
-70.0,5,50.204889
-70.0,5,50.209706
-70.0,5,50.218204
-70.0,5,50.224075
-70.0,5,50.229558
-70.0,5,50.234595
-70.0,5,50.240948
-70.0,5,50.245886
-70.0,5,50.250358
-70.0,5,50.254926
-70.0,5,50.26135
-70.0,5,50.265908
-70.0,5,50.270163
-70.0,5,50.274672
-70.0,5,50.283783
-70.0,5,50.289349
-70.0,5,50.294251
-70.0,5,50.298944
-70.0,5,50.305393
-70.0,5,50.310041
-70.0,5,50.315055
-70.0,5,50.319207
-70.0,5,50.325721
-70.0,5,50.33026
-70.0,5,50.33513
-70.0,5,50.340595
-70.0,5,50.347186
-70.0,5,50.351849
-70.0,5,50.357265
-70.0,5,50.362967
-70.0,5,50.37022
-70.0,5,50.374774
-70.0,5,50.379604
-70.0,5,50.384059
-70.0,5,50.392191
-70.0,5,50.396851
-70.0,5,50.401231
-70.0,5,50.405683
-70.0,5,50.412019
-70.0,5,50.416868
-70.0,5,50.423548
-70.0,5,50.428683
-70.0,5,50.436235
-70.0,5,50.441653
-70.0,5,50.44763
-70.0,5,50.452618
-70.0,5,50.458791
-95.0,5,50.463195
-70.0,5,50.467698
-70.0,5,50.472405
-70.0,5,50.480227
-95.0,5,50.484682
-70.0,5,50.491026
-70.0,5,50.496307
-95.0,5,50.505512
-70.0,5,50.511141
-70.0,5,50.516058
-70.0,5,50.520963
-70.0,5,50.527375
-70.0,5,50.531132
-70.0,5,50.535605
-70.0,5,50.54028
-70.0,5,50.546845
-70.0,5,50.551742
-95.0,5,50.558321
-70.0,5,50.562654
-70.0,5,50.569198
-70.0,5,50.57382
-70.0,5,50.578248
-70.0,5,50.583238
-70.0,5,50.591716
-70.0,5,50.597067
-70.0,5,50.602086
-70.0,5,50.606541
-70.0,5,50.614844
-70.0,5,50.62044
-70.0,5,50.625653
-70.0,5,50.630425
-70.0,5,50.637117
-95.0,5,50.642521
-70.0,5,50.647303
-70.0,5,50.652053
-70.0,5,50.659213
-70.0,5,50.664015
-70.0,5,50.670529
-70.0,5,50.675583
-70.0,5,50.682247
-70.0,5,50.687151
-70.0,5,50.692242
-70.0,5,50.698645
-70.0,5,50.706481
-70.0,5,50.712185
-70.0,5,50.718443
-70.0,5,50.723965
-70.0,5,50.733209
-70.0,5,50.737758
-70.0,5,50.742814
-70.0,5,50.747865
-70.0,5,50.755113
-70.0,5,50.760231
-70.0,5,50.765395
-70.0,5,50.7703
-70.0,5,50.778368
-70.0,5,50.78603
-70.0,5,50.792086
-70.0,5,50.797089
-70.0,5,50.804687
-70.0,5,50.809075
-70.0,5,50.813609
-70.0,5,50.818255
-95.0,5,50.824429
-70.0,5,50.828644
-70.0,5,50.833363
-70.0,5,50.837568
-70.0,5,50.846108
-70.0,5,50.851071
-95.0,5,50.855088
-70.0,5,50.859691
-70.0,5,50.866464
-70.0,5,50.870994
-70.0,5,50.875481
-70.0,5,50.879886
-70.0,5,50.886619
-70.0,5,50.891649
-70.0,5,50.898107
-70.0,5,50.902302
-70.0,5,50.908283
-70.0,5,50.912831
-70.0,5,50.917251
-70.0,5,50.921859
-70.0,5,50.929139
-70.0,5,50.9337
-70.0,5,50.938538
-70.0,5,50.943016
-70.0,5,50.950846
-70.0,5,50.955627
-70.0,5,50.960186
-70.0,5,50.96471
-70.0,5,50.971118
-70.0,5,50.977752
-70.0,5,50.982993
-70.0,5,50.98781
-70.0,5,50.99481
-70.0,5,50.999582
-95.0,5,51.004623
-70.0,5,51.010066
-70.0,5,51.016647
-70.0,5,51.021185
-70.0,5,51.026011
-70.0,5,51.031169
-70.0,5,51.037708
-70.0,5,51.041712
-70.0,5,51.046639
-70.0,5,51.051395
-70.0,5,51.06055
-70.0,5,51.066113
-95.0,5,51.070528
-70.0,5,51.075151
-70.0,5,51.081963
-70.0,5,51.086774
-70.0,5,51.091511
-70.0,5,51.096381
-70.0,5,51.103462
-70.0,5,51.10846
-70.0,5,51.114865
-70.0,5,51.120047
-95.0,5,51.126315
-70.0,5,51.130576
-70.0,5,51.135251
-70.0,5,51.140361
-70.0,5,51.147346
-70.0,5,51.151648
-70.0,5,51.156575
-70.0,5,51.161278
-70.0,5,51.169719
-70.0,5,51.175125
-70.0,5,51.179989
-70.0,5,51.185208
-70.0,5,51.191379
-70.0,5,51.195756
-70.0,5,51.200755
-70.0,5,51.205258
-70.0,5,51.212226
-70.0,5,51.216933
-70.0,5,51.223073
-70.0,5,51.228604
-70.0,5,51.235243
-70.0,5,51.239496
-70.0,5,51.244763
-70.0,5,51.24955
-70.0,5,51.256214
-70.0,5,51.26101
-70.0,5,51.266112
-70.0,5,51.271036
-95.0,5,51.280011
-70.0,5,51.28532
-70.0,5,51.291279
-70.0,5,51.296234
-70.0,5,51.303381
-70.0,5,51.308048
-70.0,5,51.312689
-70.0,5,51.31711
-70.0,5,51.323787
-70.0,5,51.328996
-95.0,5,51.335535
-70.0,5,51.342131
-70.0,5,51.350896
-70.0,5,51.355981
-70.0,5,51.360621
-70.0,5,51.365094
-70.0,5,51.371687
-70.0,5,51.375892
-70.0,5,51.380571
-70.0,5,51.385024
-70.0,5,51.393298
-70.0,5,51.398183
-70.0,5,51.402819
-70.0,5,51.408075
-70.0,5,51.41699
-70.0,5,51.422413
-70.0,5,51.427157
-70.0,5,51.431666
-95.0,5,51.438143
-70.0,5,51.442949
-70.0,5,51.449534
-70.0,5,51.454697
-70.0,5,51.461269
-70.0,5,51.467438
-70.0,5,51.472995
-95.0,5,51.477822
-70.0,5,51.486939
-70.0,5,51.49198
-70.0,5,51.498559
-95.0,5,51.505157
-70.0,5,51.512564
-70.0,5,51.520622
-70.0,5,51.527993
-70.0,5,51.534174
-95.0,5,51.541548
-70.0,5,51.546582
-70.0,5,51.55181
-70.0,5,51.556674
-70.0,5,51.56364
-70.0,5,51.568488
-95.0,5,51.574487
-70.0,5,51.57934
-95.0,5,51.586647
-70.0,5,51.591492
-70.0,5,51.596791
-70.0,5,51.601448
-95.0,5,51.607919
-70.0,5,51.612631
-70.0,5,51.617413
-70.0,5,51.622198
-70.0,5,51.63148
-70.0,5,51.637302
-70.0,5,51.642194
-70.0,5,51.647187
-70.0,5,51.653598
-70.0,5,51.658426
-70.0,5,51.663506
-70.0,5,51.668033
-70.0,5,51.674659
-95.0,5,51.679018
-70.0,5,51.684865
-70.0,5,51.689688
-70.0,5,51.696159
-70.0,5,51.700861
-70.0,5,51.705343
-70.0,5,51.710444
-95.0,5,51.717232
-70.0,5,51.721976
-70.0,5,51.727031
-70.0,5,51.731667
-70.0,5,51.740659
-70.0,5,51.745621
-70.0,5,51.750408
-70.0,5,51.754951
-70.0,5,51.761328
-70.0,5,51.765622
-70.0,5,51.770166
-70.0,5,51.774378
-70.0,5,51.781366
-70.0,5,51.786403
-70.0,5,51.792585
-70.0,5,51.797982
-95.0,5,51.80436
-70.0,5,51.808909
-70.0,5,51.814772
-95.0,5,51.819872
-70.0,5,51.827213
-70.0,5,51.831819
-70.0,5,51.836508
-70.0,5,51.841021
-70.0,5,51.851021
-95.0,5,51.855879
-70.0,5,51.860558
-70.0,5,51.865325
-70.0,5,51.871842
-70.0,5,51.876049
-70.0,5,51.880641
-70.0,5,51.88514
-70.0,5,51.892059
-70.0,5,51.89687
-70.0,5,51.903014
-70.0,5,51.907671
-70.0,5,51.914172
-70.0,5,51.918852
-70.0,5,51.923694
-70.0,5,51.929302
-70.0,5,51.937902
-70.0,5,51.942756
-70.0,5,51.94806
-70.0,5,51.952753
-70.0,5,51.961311
-70.0,5,51.966911
-70.0,5,51.971623
-70.0,5,51.976233
-70.0,5,51.982497
-70.0,5,51.987025
-70.0,5,51.991543
-70.0,5,51.996396
-70.0,5,52.003595
-70.0,5,52.008387
-70.0,5,52.015069
-70.0,5,52.020287
-70.0,5,52.02771
-70.0,5,52.0326
-70.0,5,52.037542
-70.0,5,52.042398
-70.0,5,52.049016
-70.0,5,52.053548
-70.0,5,52.058335
-70.0,5,52.062865
-70.0,5,52.069949
-70.0,5,52.075771
-70.0,5,52.080396
-70.0,5,52.085078
-70.0,5,52.091685
-95.0,5,52.096422
-70.0,5,52.100913
-70.0,5,52.105489
-70.0,5,52.112207
-70.0,5,52.116966
-70.0,5,52.123095
-95.0,5,52.128191
-70.0,5,52.134845
-70.0,5,52.139687
-70.0,5,52.145388
-70.0,5,52.151685
-70.0,5,52.160753
-70.0,5,52.166617
-70.0,5,52.171744
-70.0,5,52.176281
-70.0,5,52.185837
-95.0,5,52.191259
-95.0,5,52.197586
-70.0,5,52.202473
-95.0,5,52.209309
-70.0,5,52.213946
-70.0,5,52.218644
-70.0,5,52.225076
-70.0,5,52.239231
-70.0,5,52.245291
-95.0,5,52.25119
-70.0,5,52.25725
-70.0,5,52.264578
-70.0,5,52.27201
-70.0,5,52.279554
-70.0,5,52.285694
-70.0,5,52.294089
-70.0,5,52.299505
-95.0,5,52.304887
-70.0,5,52.310076
-70.0,5,52.319173
-70.0,5,52.324046
-70.0,5,52.329433
-70.0,5,52.334498
